26211,"61003","6100315","キョウトフ","キョウタナベシ","ドウシシャヤマテ","京都府","京田辺市","同志社山手",0,0,1,0,1,3
28203,"674  ","6740058","ヒョウゴケン","アカシシ","オオクボチョウエキマエ","兵庫県","明石市","大久保町駅前",0,0,1,0,1,3
